date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,snowfall_sum,month,year,season,rain_day,snow_day
2025-06-29,8.8,-3.1,0.0,7.7,0.0,6,2025,Winter,False,False
2025-06-30,6.4,-0.9,0.0,8.7,0.0,6,2025,Winter,False,False
2025-07-01,5.9,1.3,18.1,29.6,0.0,7,2025,Winter,True,False
2025-07-02,7.4,2.9,30.6,35.2,0.21,7,2025,Winter,True,False
2025-07-03,7.0,4.4,5.3,25.0,0.0,7,2025,Winter,True,False
2025-07-04,11.8,1.5,0.8,13.8,0.0,7,2025,Winter,False,False
2025-07-05,12.4,2.0,1.0,18.1,0.0,7,2025,Winter,False,False
2025-07-06,12.9,4.0,1.4,18.3,0.0,7,2025,Winter,True,False
2025-07-07,11.4,2.1,1.4,17.2,0.0,7,2025,Winter,True,False
2025-07-08,8.8,1.2,1.0,38.6,0.0,7,2025,Winter,False,False
2025-07-09,8.2,2.8,0.1,19.0,0.0,7,2025,Winter,False,False
2025-07-10,5.3,2.7,2.4,29.3,0.0,7,2025,Winter,True,False
2025-07-11,8.0,2.8,0.0,22.3,0.0,7,2025,Winter,False,False
2025-07-12,9.3,0.2,0.0,11.8,0.0,7,2025,Winter,False,False
2025-07-13,9.3,-0.6,0.6,43.3,0.0,7,2025,Winter,False,False
2025-07-14,9.6,0.1,0.6,28.5,0.0,7,2025,Winter,False,False
2025-07-15,7.2,-0.2,0.0,20.5,0.0,7,2025,Winter,False,False
2025-07-16,10.8,-2.6,0.0,10.0,0.0,7,2025,Winter,False,False
2025-07-17,9.0,-1.6,0.0,18.4,0.0,7,2025,Winter,False,False
2025-07-18,8.6,-1.8,0.0,7.5,0.0,7,2025,Winter,False,False
2025-07-19,10.6,-1.7,0.0,18.7,0.0,7,2025,Winter,False,False
2025-07-20,10.5,-3.2,0.0,17.9,0.0,7,2025,Winter,False,False
2025-07-21,10.6,1.6,0.0,24.3,0.0,7,2025,Winter,False,False
2025-07-22,11.4,6.1,5.0,32.8,0.0,7,2025,Winter,True,False
2025-07-23,7.9,1.2,0.0,28.3,0.0,7,2025,Winter,False,False
2025-07-24,8.9,-1.5,0.0,19.1,0.0,7,2025,Winter,False,False
2025-07-25,9.4,-2.8,0.0,21.7,0.0,7,2025,Winter,False,False
2025-07-26,8.6,2.5,7.6,35.3,1.75,7,2025,Winter,True,True
2025-07-27,9.6,4.7,0.4,21.3,0.0,7,2025,Winter,False,False
2025-07-28,9.2,5.2,0.5,26.1,0.0,7,2025,Winter,False,False
2025-07-29,8.9,0.9,0.0,17.3,0.0,7,2025,Winter,False,False
2025-07-30,6.8,-0.2,1.0,18.5,0.0,7,2025,Winter,False,False
2025-07-31,7.0,0.8,0.9,22.0,0.0,7,2025,Winter,False,False
2025-08-01,6.8,-0.2,1.5,14.3,0.0,8,2025,Winter,True,False
2025-08-02,7.9,3.5,2.4,19.5,0.0,8,2025,Winter,True,False
2025-08-03,11.8,4.3,0.1,10.2,0.0,8,2025,Winter,False,False
2025-08-04,12.9,1.7,0.0,20.0,0.0,8,2025,Winter,False,False
2025-08-05,12.0,2.9,0.0,21.1,0.0,8,2025,Winter,False,False
2025-08-06,11.4,-0.6,0.0,20.2,0.0,8,2025,Winter,False,False
2025-08-07,9.2,0.7,0.0,10.2,0.0,8,2025,Winter,False,False
2025-08-08,9.2,-2.4,0.0,8.2,0.0,8,2025,Winter,False,False
2025-08-09,8.9,-2.0,0.2,7.3,0.0,8,2025,Winter,False,False
2025-08-10,8.6,0.5,0.1,8.6,0.0,8,2025,Winter,False,False
2025-08-11,8.6,-0.1,0.0,8.3,0.0,8,2025,Winter,False,False
2025-08-12,11.2,-0.9,0.0,11.0,0.0,8,2025,Winter,False,False
2025-08-13,9.2,0.1,0.0,12.6,0.0,8,2025,Winter,False,False
2025-08-14,9.0,0.3,0.0,12.4,0.0,8,2025,Winter,False,False
2025-08-15,11.7,3.2,0.0,24.8,0.0,8,2025,Winter,False,False
2025-08-16,8.6,-1.3,0.6,21.8,0.0,8,2025,Winter,False,False
2025-08-17,7.1,-2.3,0.0,15.4,0.0,8,2025,Winter,False,False
2025-08-18,7.1,-2.0,0.0,15.2,0.0,8,2025,Winter,False,False
2025-08-19,10.8,-2.5,0.0,12.6,0.0,8,2025,Winter,False,False
2025-08-20,10.6,3.8,0.4,16.9,0.0,8,2025,Winter,False,False
2025-08-21,10.6,5.4,1.5,25.2,0.0,8,2025,Winter,True,False
2025-08-22,16.2,5.3,0.0,16.7,0.0,8,2025,Winter,False,False
2025-08-23,12.7,3.3,0.4,21.2,0.0,8,2025,Winter,False,False
2025-08-24,7.8,0.9,0.2,24.4,0.0,8,2025,Winter,False,False
2025-08-25,15.1,5.4,0.1,16.3,0.0,8,2025,Winter,False,False
2025-08-26,17.4,9.4,4.7,33.0,0.0,8,2025,Winter,True,False
2025-08-27,9.9,4.6,15.8,40.1,0.0,8,2025,Winter,True,False
2025-08-28,6.2,4.1,2.4,36.4,0.0,8,2025,Winter,True,False
2025-08-29,8.7,2.3,6.6,49.1,0.77,8,2025,Winter,True,True
2025-08-30,6.3,1.6,1.7,37.5,0.77,8,2025,Winter,True,True
2025-08-31,13.5,-0.9,0.0,15.4,0.0,8,2025,Winter,False,False
2025-09-01,12.4,-3.8,0.0,9.6,0.0,9,2025,Spring,False,False
2025-09-02,12.1,1.2,0.0,19.8,0.0,9,2025,Spring,False,False
2025-09-03,11.9,2.8,0.0,31.5,0.0,9,2025,Spring,False,False
2025-09-04,10.4,6.1,0.1,43.6,0.0,9,2025,Spring,False,False
2025-09-05,9.7,0.4,0.1,12.7,0.0,9,2025,Spring,False,False
2025-09-06,15.7,0.1,0.0,18.0,0.0,9,2025,Spring,False,False
2025-09-07,17.0,7.4,0.4,25.6,0.0,9,2025,Spring,False,False
2025-09-08,17.9,10.4,0.2,37.3,0.0,9,2025,Spring,False,False
2025-09-09,16.4,4.8,0.0,36.3,0.0,9,2025,Spring,False,False
2025-09-10,9.2,1.4,21.8,15.1,3.15,9,2025,Spring,True,True
2025-09-11,8.9,1.6,7.0,26.3,0.0,9,2025,Spring,True,False
2025-09-12,12.6,-2.2,0.0,14.0,0.0,9,2025,Spring,False,False
2025-09-13,15.1,-0.2,0.0,13.1,0.0,9,2025,Spring,False,False
2025-09-14,16.1,3.0,0.0,21.8,0.0,9,2025,Spring,False,False
2025-09-15,18.6,5.6,0.0,35.9,0.0,9,2025,Spring,False,False
2025-09-16,15.5,8.8,13.2,32.0,0.0,9,2025,Spring,True,False
2025-09-17,12.4,2.0,0.1,39.0,0.0,9,2025,Spring,False,False
2025-09-18,16.4,-1.4,0.0,21.7,0.0,9,2025,Spring,False,False
2025-09-19,18.5,2.3,0.1,38.7,0.0,9,2025,Spring,False,False
2025-09-20,10.2,3.8,0.0,34.0,0.0,9,2025,Spring,False,False
2025-09-21,11.4,3.3,0.0,24.1,0.0,9,2025,Spring,False,False
2025-09-22,9.0,1.2,0.7,23.2,0.0,9,2025,Spring,False,False
2025-09-23,13.7,0.9,0.0,21.9,0.0,9,2025,Spring,False,False
2025-09-24,14.8,4.6,0.0,21.4,0.0,9,2025,Spring,False,False
2025-09-25,14.4,7.7,0.0,31.7,0.0,9,2025,Spring,False,False
2025-09-26,16.1,8.6,0.0,36.7,0.0,9,2025,Spring,False,False
2025-09-27,18.7,9.4,0.0,30.0,0.0,9,2025,Spring,False,False
2025-09-28,17.0,6.9,4.7,19.4,0.0,9,2025,Spring,True,False
2025-09-29,18.0,6.3,0.3,17.8,0.0,9,2025,Spring,False,False
2025-09-30,20.2,6.0,0.0,30.7,0.0,9,2025,Spring,False,False
2025-10-01,11.4,7.3,0.0,36.5,0.0,10,2025,Spring,False,False
2025-10-02,8.9,5.7,1.0,43.0,0.0,10,2025,Spring,False,False
2025-10-03,14.0,4.8,0.0,24.4,0.0,10,2025,Spring,False,False
2025-10-04,20.2,2.0,0.0,9.4,0.0,10,2025,Spring,False,False
2025-10-05,22.2,6.4,0.0,28.7,0.0,10,2025,Spring,False,False
2025-10-06,16.9,4.6,2.8,26.1,0.0,10,2025,Spring,True,False
2025-10-07,19.0,1.1,0.0,21.8,0.0,10,2025,Spring,False,False
2025-10-08,19.6,6.1,0.0,23.8,0.0,10,2025,Spring,False,False
2025-10-09,17.0,7.2,1.3,35.2,0.0,10,2025,Spring,True,False
2025-10-10,17.8,6.8,0.0,44.9,0.0,10,2025,Spring,False,False
2025-10-11,17.5,10.2,0.0,32.2,0.0,10,2025,Spring,False,False
2025-10-12,16.5,8.4,0.0,30.6,0.0,10,2025,Spring,False,False
2025-10-13,14.6,4.5,0.2,17.5,0.0,10,2025,Spring,False,False
2025-10-14,17.7,6.1,0.0,23.0,0.0,10,2025,Spring,False,False
2025-10-15,23.6,3.5,0.0,17.9,0.0,10,2025,Spring,False,False
2025-10-16,23.0,7.7,0.0,24.3,0.0,10,2025,Spring,False,False
2025-10-17,22.5,10.8,0.2,30.2,0.0,10,2025,Spring,False,False
2025-10-18,20.4,6.4,0.0,26.0,0.0,10,2025,Spring,False,False
2025-10-19,25.9,7.7,0.1,18.4,0.0,10,2025,Spring,False,False
2025-10-20,26.9,15.8,0.3,27.4,0.0,10,2025,Spring,False,False
2025-10-21,24.8,8.4,0.1,18.7,0.0,10,2025,Spring,False,False
2025-10-22,22.8,9.8,6.9,50.5,0.0,10,2025,Spring,True,False
2025-10-23,21.1,4.1,0.0,26.6,0.0,10,2025,Spring,False,False
2025-10-24,18.0,6.1,0.0,21.3,0.0,10,2025,Spring,False,False
2025-10-25,19.0,3.5,0.0,20.3,0.0,10,2025,Spring,False,False
2025-10-26,17.1,10.9,7.5,23.7,0.0,10,2025,Spring,True,False
2025-10-27,10.5,0.3,3.2,30.4,0.0,10,2025,Spring,True,False
2025-10-28,11.1,-2.0,0.0,17.7,0.0,10,2025,Spring,False,False
2025-10-29,13.9,2.2,2.2,14.9,0.0,10,2025,Spring,True,False
2025-10-30,18.1,4.3,0.7,19.0,0.0,10,2025,Spring,False,False
2025-10-31,19.6,7.9,2.7,17.4,0.0,10,2025,Spring,True,False
2025-11-01,20.6,9.6,2.9,13.4,0.0,11,2025,Spring,True,False
2025-11-02,25.6,8.2,0.0,21.4,0.0,11,2025,Spring,False,False
2025-11-03,23.8,9.4,1.2,28.1,0.0,11,2025,Spring,True,False
2025-11-04,11.6,5.2,2.8,34.5,0.0,11,2025,Spring,True,False
2025-11-05,14.9,5.7,0.1,27.0,0.0,11,2025,Spring,False,False
2025-11-06,21.1,4.1,0.0,21.4,0.0,11,2025,Spring,False,False
2025-11-07,23.5,11.9,2.9,23.7,0.0,11,2025,Spring,True,False
2025-11-08,22.0,8.9,7.2,25.9,0.0,11,2025,Spring,True,False
2025-11-09,14.1,4.0,8.0,26.8,0.0,11,2025,Spring,True,False
2025-11-10,18.5,1.5,0.0,19.7,0.0,11,2025,Spring,False,False
2025-11-11,12.8,0.4,9.3,38.1,2.94,11,2025,Spring,True,True
2025-11-12,15.3,-1.8,0.0,18.2,0.0,11,2025,Spring,False,False
2025-11-13,19.2,6.4,0.0,27.7,0.0,11,2025,Spring,False,False
2025-11-14,21.0,8.4,0.0,18.7,0.0,11,2025,Spring,False,False
2025-11-15,24.0,8.8,0.3,27.6,0.0,11,2025,Spring,False,False
2025-11-16,19.5,9.8,0.7,26.8,0.0,11,2025,Spring,False,False
2025-11-17,12.6,6.7,0.8,28.0,0.0,11,2025,Spring,False,False
2025-11-18,21.0,8.6,0.0,26.5,0.0,11,2025,Spring,False,False
2025-11-19,21.5,11.4,0.0,32.5,0.0,11,2025,Spring,False,False
2025-11-20,21.5,7.0,2.0,27.4,0.0,11,2025,Spring,True,False
2025-11-21,13.0,6.2,0.0,19.8,0.0,11,2025,Spring,False,False
2025-11-22,18.1,8.6,1.1,26.5,0.0,11,2025,Spring,True,False
2025-11-23,19.8,12.2,8.9,20.4,0.0,11,2025,Spring,True,False
2025-11-24,20.4,10.9,0.8,16.2,0.0,11,2025,Spring,False,False
2025-11-25,25.2,11.3,0.0,29.4,0.0,11,2025,Spring,False,False
2025-11-26,20.5,11.8,0.2,42.7,0.0,11,2025,Spring,False,False
2025-11-27,18.8,9.8,0.3,25.6,0.0,11,2025,Spring,False,False
2025-11-28,21.5,9.3,0.0,24.5,0.0,11,2025,Spring,False,False
2025-11-29,16.9,8.2,8.4,31.0,0.0,11,2025,Spring,True,False
2025-11-30,13.2,6.4,0.7,31.5,0.0,11,2025,Spring,False,False
2025-12-01,12.9,3.8,0.2,29.8,0.0,12,2025,Summer,False,False
2025-12-02,17.1,3.5,0.0,27.0,0.0,12,2025,Summer,False,False
2025-12-03,22.7,3.7,0.0,12.2,0.0,12,2025,Summer,False,False
2025-12-04,25.8,9.3,0.0,21.4,0.0,12,2025,Summer,False,False
2025-12-05,28.7,16.6,0.0,28.4,0.0,12,2025,Summer,False,False
2025-12-06,27.1,15.8,2.6,37.9,0.0,12,2025,Summer,True,False
2025-12-07,20.9,8.2,0.0,24.7,0.0,12,2025,Summer,False,False
2025-12-08,23.8,7.7,0.0,19.4,0.0,12,2025,Summer,False,False
2025-12-09,26.1,11.1,0.1,25.1,0.0,12,2025,Summer,False,False
2025-12-10,26.2,10.5,6.3,25.4,0.0,12,2025,Summer,True,False
2025-12-11,20.7,8.6,3.7,21.8,0.0,12,2025,Summer,True,False
2025-12-12,20.4,8.1,8.1,22.8,0.0,12,2025,Summer,True,False
2025-12-13,24.2,9.9,0.6,15.3,0.0,12,2025,Summer,False,False
2025-12-14,22.5,8.1,0.0,28.2,0.0,12,2025,Summer,False,False
2025-12-15,19.8,4.8,0.0,17.9,0.0,12,2025,Summer,False,False
2025-12-16,22.6,5.2,0.0,21.6,0.0,12,2025,Summer,False,False
2025-12-17,29.3,9.8,0.0,19.5,0.0,12,2025,Summer,False,False
2025-12-18,31.0,14.8,0.0,21.0,0.0,12,2025,Summer,False,False
2025-12-19,31.9,15.1,0.7,26.1,0.0,12,2025,Summer,False,False
2025-12-20,27.4,15.8,4.5,20.9,0.0,12,2025,Summer,True,False
2025-12-21,23.0,17.4,4.9,34.4,0.0,12,2025,Summer,True,False
2025-12-22,23.7,11.3,0.0,20.4,0.0,12,2025,Summer,False,False
2025-12-23,22.9,11.4,0.0,23.9,0.0,12,2025,Summer,False,False
2025-12-24,23.0,10.1,0.0,26.5,0.0,12,2025,Summer,False,False
2025-12-25,15.8,5.2,0.0,22.6,0.0,12,2025,Summer,False,False
2025-12-26,14.1,2.9,0.0,23.5,0.0,12,2025,Summer,False,False
2025-12-27,19.3,2.0,0.0,21.5,0.0,12,2025,Summer,False,False
2025-12-28,21.5,5.8,0.0,18.5,0.0,12,2025,Summer,False,False
2025-12-29,26.2,7.1,0.0,21.4,0.0,12,2025,Summer,False,False
2025-12-30,29.3,10.1,0.0,20.8,0.0,12,2025,Summer,False,False
2025-12-31,20.8,10.6,5.1,16.0,0.0,12,2025,Summer,True,False
